날짜,스트레스,날짜,코로나,날짜,수능,날짜,학업
2021-02-15,0.01469,2021-02-15,8.00188,2021-02-15,0.04235,2021-02-15,0.00301
2021-02-16,0.01569,2021-02-16,7.38206,2021-02-16,0.03986,2021-02-16,0.00319
2021-02-17,0.01563,2021-02-17,12.22272,2021-02-17,0.04005,2021-02-17,0.00279
2021-02-18,0.01555,2021-02-18,10.99145,2021-02-18,0.04151,2021-02-18,0.00275
2021-02-19,0.01567,2021-02-19,8.73264,2021-02-19,0.03919,2021-02-19,0.00262
2021-02-20,0.01265,2021-02-20,6.50048,2021-02-20,0.03652,2021-02-20,0.00177
2021-02-21,0.02884,2021-02-21,5.82745,2021-02-21,0.03536,2021-02-21,0.00173
2021-02-22,0.01889,2021-02-22,7.17957,2021-02-22,0.03872,2021-02-22,0.0026
2021-02-23,0.01773,2021-02-23,6.56383,2021-02-23,0.0387,2021-02-23,0.00277
2021-02-24,0.01632,2021-02-24,6.30182,2021-02-24,0.03554,2021-02-24,0.00273
2021-02-25,0.01489,2021-02-25,6.12649,2021-02-25,0.03581,2021-02-25,0.00283
2021-02-26,0.01373,2021-02-26,6.39702,2021-02-26,0.03405,2021-02-26,0.00246
2021-02-27,0.01573,2021-02-27,4.66871,2021-02-27,0.03244,2021-02-27,0.00183
2021-02-28,0.01491,2021-02-28,4.67568,2021-02-28,0.03782,2021-02-28,0.00189
2021-03-01,0.01343,2021-03-01,4.48713,2021-03-01,0.04659,2021-03-01,0.0045
2021-03-02,0.01508,2021-03-02,5.7202,2021-03-02,0.04592,2021-03-02,0.00833
2021-03-03,0.01826,2021-03-03,5.31621,2021-03-03,0.04066,2021-03-03,0.00733
2021-03-04,0.01811,2021-03-04,5.2817,2021-03-04,0.03954,2021-03-04,0.00578
2021-03-05,0.0163,2021-03-05,5.41457,2021-03-05,0.03695,2021-03-05,0.00458
2021-03-06,0.01455,2021-03-06,4.52284,2021-03-06,0.03558,2021-03-06,0.00297
2021-03-07,0.01604,2021-03-07,4.22683,2021-03-07,0.04245,2021-03-07,0.00425
