날짜,스트레스,날짜,코로나,날짜,수능,날짜,학업
2022-10-11,0.01854,2022-10-11,0.76503,2022-10-11,0.3557,2022-10-11,0.00397
2022-10-12,0.0194,2022-10-12,0.74406,2022-10-12,0.36481,2022-10-12,0.00372
2022-10-13,0.02113,2022-10-13,0.68819,2022-10-13,0.38744,2022-10-13,0.00425
2022-10-14,0.01852,2022-10-14,0.64492,2022-10-14,0.33489,2022-10-14,0.0036
2022-10-15,0.01493,2022-10-15,0.54464,2022-10-15,0.26447,2022-10-15,0.00214
2022-10-16,0.01816,2022-10-16,0.5309,2022-10-16,0.31369,2022-10-16,0.00277
2022-10-17,0.02003,2022-10-17,0.78185,2022-10-17,0.4526,2022-10-17,0.00399
2022-10-18,0.02195,2022-10-18,0.82491,2022-10-18,0.52579,2022-10-18,0.00399
2022-10-19,0.02162,2022-10-19,0.75056,2022-10-19,0.45488,2022-10-19,0.00368
2022-10-20,0.01928,2022-10-20,0.68836,2022-10-20,0.41927,2022-10-20,0.00387
2022-10-21,0.01742,2022-10-21,0.67802,2022-10-21,0.38788,2022-10-21,0.00291
2022-10-22,0.01445,2022-10-22,0.53673,2022-10-22,0.3152,2022-10-22,0.00209
2022-10-23,0.01712,2022-10-23,0.53755,2022-10-23,0.39023,2022-10-23,0.00262
2022-10-24,0.02131,2022-10-24,0.79665,2022-10-24,0.58922,2022-10-24,0.0037
2022-10-25,0.02209,2022-10-25,0.92144,2022-10-25,0.57638,2022-10-25,0.00273
2022-10-26,0.02195,2022-10-26,0.92389,2022-10-26,0.5531,2022-10-26,0.00377
2022-10-27,0.02136,2022-10-27,0.81607,2022-10-27,0.56584,2022-10-27,0.00377
2022-10-28,0.0183,2022-10-28,0.73943,2022-10-28,0.53535,2022-10-28,0.00297
2022-10-29,0.01516,2022-10-29,0.56935,2022-10-29,0.48924,2022-10-29,0.00187
2022-10-30,0.01534,2022-10-30,0.71255,2022-10-30,0.52542,2022-10-30,0.00293
2022-10-31,0.02042,2022-10-31,0.82879,2022-10-31,0.88584,2022-10-31,0.00425
2022-11-01,0.0226,2022-11-01,0.97293,2022-11-01,1.02211,2022-11-01,0.00399
2022-11-02,0.02319,2022-11-02,0.9567,2022-11-02,1.18509,2022-11-02,0.00381
2022-11-03,0.02097,2022-11-03,0.91884,2022-11-03,1.26123,2022-11-03,0.00328
2022-11-04,0.0186,2022-11-04,0.83928,2022-11-04,1.26162,2022-11-04,0.00291
2022-11-05,0.01282,2022-11-05,0.62383,2022-11-05,0.91741,2022-11-05,0.00193
2022-11-06,0.01732,2022-11-06,0.62297,2022-11-06,1.12054,2022-11-06,0.00277
2022-11-07,0.0204,2022-11-07,0.98758,2022-11-07,1.85215,2022-11-07,0.00342
2022-11-08,0.0216,2022-11-08,1.00725,2022-11-08,1.88048,2022-11-08,0.00411
2022-11-09,0.02034,2022-11-09,1.11065,2022-11-09,2.20557,2022-11-09,0.00377
2022-11-10,0.02036,2022-11-10,1.02233,2022-11-10,2.66231,2022-11-10,0.00346
2022-11-11,0.01781,2022-11-11,0.90785,2022-11-11,2.445,2022-11-11,0.00301
2022-11-12,0.01569,2022-11-12,0.7193,2022-11-12,1.85846,2022-11-12,0.00181
2022-11-13,0.01638,2022-11-13,0.74579,2022-11-13,2.12555,2022-11-13,0.00232
2022-11-14,0.02138,2022-11-14,1.16148,2022-11-14,4.06995,2022-11-14,0.00338
2022-11-15,0.02189,2022-11-15,1.26084,2022-11-15,4.69704,2022-11-15,0.0037
2022-11-16,0.02085,2022-11-16,1.08858,2022-11-16,8.60877,2022-11-16,0.00383
2022-11-17,0.0195,2022-11-17,0.93789,2022-11-17,33.20176,2022-11-17,0.00303
2022-11-18,0.01891,2022-11-18,0.82277,2022-11-18,6.64167,2022-11-18,0.00344
2022-11-19,0.01447,2022-11-19,0.62114,2022-11-19,1.43075,2022-11-19,0.00216
2022-11-20,0.01738,2022-11-20,0.67344,2022-11-20,0.76797,2022-11-20,0.00275
2022-11-21,0.02339,2022-11-21,1.02767,2022-11-21,0.81623,2022-11-21,0.00366
2022-11-22,0.02268,2022-11-22,1.01494,2022-11-22,0.47302,2022-11-22,0.00346
2022-11-23,0.02056,2022-11-23,0.93932,2022-11-23,0.33094,2022-11-23,0.00322
2022-11-24,0.01811,2022-11-24,0.81273,2022-11-24,0.24054,2022-11-24,0.00375
2022-11-25,0.01783,2022-11-25,0.74803,2022-11-25,0.18618,2022-11-25,0.00317
2022-11-26,0.014,2022-11-26,0.59048,2022-11-26,0.14662,2022-11-26,0.00205
2022-11-27,0.01471,2022-11-27,0.60228,2022-11-27,0.13957,2022-11-27,0.00322
2022-11-28,0.02003,2022-11-28,0.85355,2022-11-28,0.15308,2022-11-28,0.00375
2022-11-29,0.02066,2022-11-29,0.81244,2022-11-29,0.18567,2022-11-29,0.00356
2022-11-30,0.01932,2022-11-30,0.77109,2022-11-30,0.12946,2022-11-30,0.00324
2022-12-01,0.01569,2022-12-01,0.69641,2022-12-01,0.12168,2022-12-01,0.00366
2022-12-02,0.01606,2022-12-02,0.63017,2022-12-02,0.10655,2022-12-02,0.00256
2022-12-03,0.01141,2022-12-03,0.47838,2022-12-03,0.07708,2022-12-03,0.00169
2022-12-04,0.01549,2022-12-04,0.53912,2022-12-04,0.09581,2022-12-04,0.00301
2022-12-05,0.01985,2022-12-05,0.82043,2022-12-05,0.12504,2022-12-05,0.00313
2022-12-06,0.01826,2022-12-06,0.78024,2022-12-06,0.11884,2022-12-06,0.00313
2022-12-07,0.01936,2022-12-07,0.83973,2022-12-07,0.14487,2022-12-07,0.00291
2022-12-08,0.01938,2022-12-08,0.74021,2022-12-08,0.88796,2022-12-08,0.00273
2022-12-09,0.0204,2022-12-09,0.69549,2022-12-09,1.20233,2022-12-09,0.00295
2022-12-10,0.01375,2022-12-10,0.51904,2022-12-10,0.19028,2022-12-10,0.00209
2022-12-11,0.01508,2022-12-11,0.54776,2022-12-11,0.11742,2022-12-11,0.00203
2022-12-12,0.01769,2022-12-12,0.83164,2022-12-12,0.13454,2022-12-12,0.00336
2022-12-13,0.0185,2022-12-13,0.90098,2022-12-13,0.10979,2022-12-13,0.00385
2022-12-14,0.01763,2022-12-14,0.86566,2022-12-14,0.0899,2022-12-14,0.00381
2022-12-15,0.01799,2022-12-15,0.7656,2022-12-15,0.09186,2022-12-15,0.0033
2022-12-16,0.01667,2022-12-16,0.76283,2022-12-16,0.0652,2022-12-16,0.00275
2022-12-17,0.01377,2022-12-17,0.59784,2022-12-17,0.05382,2022-12-17,0.00187
2022-12-18,0.01392,2022-12-18,0.57994,2022-12-18,0.05225,2022-12-18,0.00299
2022-12-19,0.01748,2022-12-19,0.81167,2022-12-19,0.05566,2022-12-19,0.00403
2022-12-20,0.01618,2022-12-20,0.86444,2022-12-20,0.05664,2022-12-20,0.00348
2022-12-21,0.01655,2022-12-21,0.85559,2022-12-21,0.06986,2022-12-21,0.00432
2022-12-22,0.01767,2022-12-22,0.81085,2022-12-22,0.05293,2022-12-22,0.00436
2022-12-23,0.01414,2022-12-23,0.85325,2022-12-23,0.04284,2022-12-23,0.00324
2022-12-24,0.00968,2022-12-24,0.63477,2022-12-24,0.03644,2022-12-24,0.00165
2022-12-25,0.01174,2022-12-25,0.59075,2022-12-25,0.03297,2022-12-25,0.00248
2022-12-26,0.01573,2022-12-26,0.92038,2022-12-26,0.04828,2022-12-26,0.00375
2022-12-27,0.01677,2022-12-27,0.8254,2022-12-27,0.04424,2022-12-27,0.00372
2022-12-28,0.01606,2022-12-28,0.78607,2022-12-28,0.04237,2022-12-28,0.00409
2022-12-29,0.01663,2022-12-29,0.7742,2022-12-29,0.04594,2022-12-29,0.00389
2022-12-30,0.01459,2022-12-30,0.712,2022-12-30,0.03992,2022-12-30,0.00271
2022-12-31,0.0122,2022-12-31,0.55467,2022-12-31,0.04223,2022-12-31,0.00307
2023-01-01,0.01159,2023-01-01,0.55078,2023-01-01,0.05745,2023-01-01,0.0044
2023-01-02,0.01569,2023-01-02,0.86653,2023-01-02,0.06088,2023-01-02,0.00354
2023-01-03,0.01624,2023-01-03,0.99826,2023-01-03,0.04922,2023-01-03,0.00319
2023-01-04,0.01716,2023-01-04,0.95917,2023-01-04,0.04284,2023-01-04,0.00305
2023-01-05,0.01573,2023-01-05,0.85314,2023-01-05,0.04045,2023-01-05,0.0035
2023-01-06,0.01571,2023-01-06,0.70992,2023-01-06,0.04323,2023-01-06,0.00264
2023-01-07,0.01269,2023-01-07,0.54144,2023-01-07,0.0344,2023-01-07,0.00173
2023-01-08,0.01192,2023-01-08,0.52673,2023-01-08,0.03829,2023-01-08,0.00264
2023-01-09,0.01612,2023-01-09,0.75845,2023-01-09,0.04467,2023-01-09,0.00344
2023-01-10,0.01679,2023-01-10,0.64036,2023-01-10,0.04204,2023-01-10,0.00287
2023-01-11,0.0162,2023-01-11,0.61478,2023-01-11,0.0439,2023-01-11,0.00301
2023-01-12,0.01673,2023-01-12,0.55157,2023-01-12,0.03825,2023-01-12,0.0025
2023-01-13,0.01496,2023-01-13,0.53211,2023-01-13,0.03744,2023-01-13,0.00256
2023-01-14,0.01306,2023-01-14,0.40861,2023-01-14,0.03501,2023-01-14,0.00203
2023-01-15,0.01438,2023-01-15,0.42467,2023-01-15,0.03658,2023-01-15,0.00244
2023-01-16,0.01689,2023-01-16,0.58883,2023-01-16,0.04481,2023-01-16,0.00303
2023-01-17,0.0173,2023-01-17,0.58989,2023-01-17,0.04363,2023-01-17,0.0034
2023-01-18,0.01803,2023-01-18,0.56869,2023-01-18,0.0417,2023-01-18,0.00299
2023-01-19,0.01765,2023-01-19,0.52927,2023-01-19,0.04007,2023-01-19,0.00269
2023-01-20,0.01418,2023-01-20,0.62796,2023-01-20,0.05802,2023-01-20,0.00158
2023-01-21,0.01155,2023-01-21,0.39035,2023-01-21,0.03475,2023-01-21,0.00108
2023-01-22,0.01063,2023-01-22,0.3693,2023-01-22,0.03277,2023-01-22,0.00122
2023-01-23,0.01263,2023-01-23,0.41281,2023-01-23,0.03371,2023-01-23,0.00152
2023-01-24,0.01229,2023-01-24,0.38829,2023-01-24,0.04137,2023-01-24,0.00211
2023-01-25,0.01583,2023-01-25,0.51576,2023-01-25,0.04673,2023-01-25,0.00254
2023-01-26,0.01518,2023-01-26,0.47816,2023-01-26,0.04145,2023-01-26,0.00313
2023-01-27,0.01583,2023-01-27,0.50072,2023-01-27,0.03899,2023-01-27,0.00238
2023-01-28,0.01292,2023-01-28,0.37292,2023-01-28,0.03289,2023-01-28,0.00195
2023-01-29,0.01436,2023-01-29,0.42582,2023-01-29,0.03632,2023-01-29,0.00222
2023-01-30,0.01856,2023-01-30,0.72415,2023-01-30,0.04212,2023-01-30,0.00309
2023-01-31,0.01842,2023-01-31,0.55045,2023-01-31,0.0406,2023-01-31,0.00293
2023-02-01,0.0182,2023-02-01,0.49022,2023-02-01,0.04532,2023-02-01,0.00324
2023-02-02,0.01911,2023-02-02,0.443,2023-02-02,0.03978,2023-02-02,0.00297
2023-02-03,0.01597,2023-02-03,0.46263,2023-02-03,0.03956,2023-02-03,0.00246
2023-02-04,0.01428,2023-02-04,0.34757,2023-02-04,0.03572,2023-02-04,0.00171
2023-02-05,0.01465,2023-02-05,0.3344,2023-02-05,0.04076,2023-02-05,0.00218
2023-02-06,0.01948,2023-02-06,0.48168,2023-02-06,0.05164,2023-02-06,0.00322
2023-02-07,0.02015,2023-02-07,0.45468,2023-02-07,0.04394,2023-02-07,0.00307
2023-02-08,0.01985,2023-02-08,0.44557,2023-02-08,0.04479,2023-02-08,0.00275
2023-02-09,0.01948,2023-02-09,0.44259,2023-02-09,0.04098,2023-02-09,0.00277
2023-02-10,0.01856,2023-02-10,0.4187,2023-02-10,0.03933,2023-02-10,0.0025
2023-02-11,0.01432,2023-02-11,0.33063,2023-02-11,0.03662,2023-02-11,0.00187
2023-02-12,0.01335,2023-02-12,0.34174,2023-02-12,0.03837,2023-02-12,0.00201
2023-02-13,0.01846,2023-02-13,0.47092,2023-02-13,0.04526,2023-02-13,0.00326
2023-02-14,0.01972,2023-02-14,0.43572,2023-02-14,0.04296,2023-02-14,0.00287
2023-02-15,0.01893,2023-02-15,0.42749,2023-02-15,0.04106,2023-02-15,0.00303
2023-02-16,0.01899,2023-02-16,0.40768,2023-02-16,0.04239,2023-02-16,0.00262
2023-02-17,0.01887,2023-02-17,0.40378,2023-02-17,0.04056,2023-02-17,0.00269
2023-02-18,0.01614,2023-02-18,0.32796,2023-02-18,0.03864,2023-02-18,0.00256
2023-02-19,0.01593,2023-02-19,0.32535,2023-02-19,0.04157,2023-02-19,0.00216
2023-02-20,0.01893,2023-02-20,0.45009,2023-02-20,0.0464,2023-02-20,0.00289
2023-02-21,0.01936,2023-02-21,0.44188,2023-02-21,0.04547,2023-02-21,0.00275
2023-02-22,0.01844,2023-02-22,0.44842,2023-02-22,0.04157,2023-02-22,0.00291
2023-02-23,0.01928,2023-02-23,0.40751,2023-02-23,0.0409,2023-02-23,0.00291
2023-02-24,0.01818,2023-02-24,0.40768,2023-02-24,0.03823,2023-02-24,0.00279
2023-02-25,0.01514,2023-02-25,0.32725,2023-02-25,0.03464,2023-02-25,0.00201
2023-02-26,0.01624,2023-02-26,0.33876,2023-02-26,0.03762,2023-02-26,0.00205
2023-02-27,0.01891,2023-02-27,0.46764,2023-02-27,0.046,2023-02-27,0.0035
2023-02-28,0.01703,2023-02-28,0.42861,2023-02-28,0.04406,2023-02-28,0.00379
2023-03-01,0.01561,2023-03-01,0.38206,2023-03-01,0.0503,2023-03-01,0.00403
2023-03-02,0.01915,2023-03-02,0.48931,2023-03-02,0.05366,2023-03-02,0.01098
2023-03-03,0.0225,2023-03-03,0.52738,2023-03-03,0.0432,2023-03-03,0.00627
2023-03-04,0.01481,2023-03-04,0.41194,2023-03-04,0.04137,2023-03-04,0.00372
2023-03-05,0.01614,2023-03-05,0.3857,2023-03-05,0.05128,2023-03-05,0.0068
2023-03-06,0.0203,2023-03-06,0.54083,2023-03-06,0.05403,2023-03-06,0.00623
2023-03-07,0.02174,2023-03-07,0.52662,2023-03-07,0.04846,2023-03-07,0.00554
2023-03-08,0.02138,2023-03-08,0.50584,2023-03-08,0.04596,2023-03-08,0.00589
2023-03-09,0.02195,2023-03-09,0.57287,2023-03-09,0.0431,2023-03-09,0.0056
2023-03-10,0.01805,2023-03-10,0.4816,2023-03-10,0.0367,2023-03-10,0.00531
2023-03-11,0.01457,2023-03-11,0.40784,2023-03-11,0.0366,2023-03-11,0.0035
2023-03-12,0.01673,2023-03-12,0.37176,2023-03-12,0.04115,2023-03-12,0.00546
2023-03-13,0.0204,2023-03-13,0.56776,2023-03-13,0.04457,2023-03-13,0.00511
2023-03-14,0.02115,2023-03-14,0.54784,2023-03-14,0.04137,2023-03-14,0.00527
2023-03-15,0.02252,2023-03-15,0.75154,2023-03-15,0.03886,2023-03-15,0.00593
2023-03-16,0.02213,2023-03-16,0.52078,2023-03-16,0.03903,2023-03-16,0.00452
2023-03-17,0.01946,2023-03-17,0.46364,2023-03-17,0.03831,2023-03-17,0.00375
2023-03-18,0.01632,2023-03-18,0.41071,2023-03-18,0.03744,2023-03-18,0.00252
2023-03-19,0.01797,2023-03-19,0.4849,2023-03-19,0.04298,2023-03-19,0.0033
2023-03-20,0.02723,2023-03-20,0.77278,2023-03-20,0.05068,2023-03-20,0.00509
2023-03-21,0.02745,2023-03-21,0.56625,2023-03-21,0.04532,2023-03-21,0.00483
2023-03-22,0.02158,2023-03-22,0.54373,2023-03-22,0.04331,2023-03-22,0.00393
2023-03-23,0.02201,2023-03-23,0.49381,2023-03-23,0.05564,2023-03-23,0.00393
2023-03-24,0.01893,2023-03-24,0.46627,2023-03-24,0.04479,2023-03-24,0.00344
2023-03-25,0.01506,2023-03-25,0.38733,2023-03-25,0.0375,2023-03-25,0.00201
2023-03-26,0.01695,2023-03-26,0.37794,2023-03-26,0.03897,2023-03-26,0.00281
2023-03-27,0.02195,2023-03-27,0.54815,2023-03-27,0.04875,2023-03-27,0.0044
2023-03-28,0.02085,2023-03-28,0.50196,2023-03-28,0.06777,2023-03-28,0.00391
2023-03-29,0.02348,2023-03-29,0.67342,2023-03-29,0.05978,2023-03-29,0.00407
2023-03-30,0.02407,2023-03-30,0.46295,2023-03-30,0.04887,2023-03-30,0.00372
2023-03-31,0.02078,2023-03-31,0.4153,2023-03-31,0.03719,2023-03-31,0.00297
2023-04-01,0.01377,2023-04-01,0.34425,2023-04-01,0.03666,2023-04-01,0.00205
2023-04-02,0.01811,2023-04-02,0.35089,2023-04-02,0.04435,2023-04-02,0.00311
2023-04-03,0.02191,2023-04-03,0.52646,2023-04-03,0.05446,2023-04-03,0.00401
2023-04-04,0.02384,2023-04-04,0.4974,2023-04-04,0.03952,2023-04-04,0.0044
2023-04-05,0.02447,2023-04-05,0.48132,2023-04-05,0.04164,2023-04-05,0.00342
2023-04-06,0.02286,2023-04-06,0.45311,2023-04-06,0.03915,2023-04-06,0.0037
2023-04-07,0.0194,2023-04-07,0.42559,2023-04-07,0.0363,2023-04-07,0.00319
2023-04-08,0.0153,2023-04-08,0.35964,2023-04-08,0.03581,2023-04-08,0.00236
2023-04-09,0.01763,2023-04-09,0.32772,2023-04-09,0.03886,2023-04-09,0.00279
2023-04-10,0.02429,2023-04-10,0.48818,2023-04-10,0.04632,2023-04-10,0.00377
2023-04-11,0.02513,2023-04-11,0.4611,2023-04-11,0.03915,2023-04-11,0.00348
2023-04-12,0.0261,2023-04-12,0.46821,2023-04-12,0.03986,2023-04-12,0.00344
2023-04-13,0.02364,2023-04-13,0.45918,2023-04-13,0.0387,2023-04-13,0.00358
2023-04-14,0.02178,2023-04-14,0.43417,2023-04-14,0.0332,2023-04-14,0.00352
2023-04-15,0.01657,2023-04-15,0.35057,2023-04-15,0.03275,2023-04-15,0.00252
2023-04-16,0.02048,2023-04-16,0.33656,2023-04-16,0.0387,2023-04-16,0.00238
2023-04-17,0.0227,2023-04-17,0.51493,2023-04-17,0.04585,2023-04-17,0.00358
2023-04-18,0.02329,2023-04-18,0.4986,2023-04-18,0.04086,2023-04-18,0.00289
2023-04-19,0.02354,2023-04-19,0.5084,2023-04-19,0.04178,2023-04-19,0.00344
2023-04-20,0.02376,2023-04-20,0.47538,2023-04-20,0.03842,2023-04-20,0.00273
2023-04-21,0.02038,2023-04-21,0.52035,2023-04-21,0.03519,2023-04-21,0.00222
2023-04-22,0.01577,2023-04-22,0.4141,2023-04-22,0.03409,2023-04-22,0.00163
2023-04-23,0.01789,2023-04-23,0.36854,2023-04-23,0.05297,2023-04-23,0.00238
2023-04-24,0.02042,2023-04-24,0.52966,2023-04-24,0.04791,2023-04-24,0.00313
2023-04-25,0.0204,2023-04-25,0.46279,2023-04-25,0.04278,2023-04-25,0.00309
2023-04-26,0.01889,2023-04-26,0.54134,2023-04-26,0.04602,2023-04-26,0.00368
2023-04-27,0.02036,2023-04-27,0.72097,2023-04-27,0.04314,2023-04-27,0.00322
2023-04-28,0.01793,2023-04-28,0.52418,2023-04-28,0.03907,2023-04-28,0.00291
2023-04-29,0.0143,2023-04-29,0.38952,2023-04-29,0.04176,2023-04-29,0.00183
2023-04-30,0.01549,2023-04-30,0.35841,2023-04-30,0.06481,2023-04-30,0.00197
2023-05-01,0.01632,2023-05-01,0.44589,2023-05-01,0.05244,2023-05-01,0.0034
2023-05-02,0.02129,2023-05-02,0.54485,2023-05-02,0.04455,2023-05-02,0.00409
2023-05-03,0.02072,2023-05-03,0.53824,2023-05-03,0.03947,2023-05-03,0.00346
2023-05-04,0.01761,2023-05-04,0.54187,2023-05-04,0.03648,2023-05-04,0.00244
2023-05-05,0.01292,2023-05-05,0.42749,2023-05-05,0.03426,2023-05-05,0.00136
2023-05-06,0.01441,2023-05-06,0.59464,2023-05-06,0.03809,2023-05-06,0.00156
2023-05-07,0.01591,2023-05-07,0.42457,2023-05-07,0.04339,2023-05-07,0.00222
2023-05-08,0.02309,2023-05-08,0.67869,2023-05-08,0.05215,2023-05-08,0.00332
2023-05-09,0.02341,2023-05-09,0.64584,2023-05-09,0.04659,2023-05-09,0.00336
2023-05-10,0.02154,2023-05-10,0.82742,2023-05-10,0.04459,2023-05-10,0.00344
2023-05-11,0.02138,2023-05-11,2.01335,2023-05-11,0.04198,2023-05-11,0.00413
2023-05-12,0.02213,2023-05-12,0.9424,2023-05-12,0.03831,2023-05-12,0.00291
2023-05-13,0.01667,2023-05-13,0.48376,2023-05-13,0.03884,2023-05-13,0.00183
2023-05-14,0.01905,2023-05-14,0.43609,2023-05-14,0.042,2023-05-14,0.00267
2023-05-15,0.02272,2023-05-15,0.67248,2023-05-15,0.05219,2023-05-15,0.00391
2023-05-16,0.02254,2023-05-16,0.58783,2023-05-16,0.04573,2023-05-16,0.0035
2023-05-17,0.02127,2023-05-17,0.58007,2023-05-17,0.04422,2023-05-17,0.00354
2023-05-18,0.02256,2023-05-18,0.51435,2023-05-18,0.04176,2023-05-18,0.00328
2023-05-19,0.02101,2023-05-19,0.45561,2023-05-19,0.04088,2023-05-19,0.00317
2023-05-20,0.01579,2023-05-20,0.35362,2023-05-20,0.04086,2023-05-20,0.00238
2023-05-21,0.0195,2023-05-21,0.33406,2023-05-21,0.04441,2023-05-21,0.00279
2023-05-22,0.02665,2023-05-22,0.55995,2023-05-22,0.05177,2023-05-22,0.00375
2023-05-23,0.02425,2023-05-23,0.49283,2023-05-23,0.04638,2023-05-23,0.00326
2023-05-24,0.02447,2023-05-24,0.54876,2023-05-24,0.04826,2023-05-24,0.00332
2023-05-25,0.02239,2023-05-25,0.47381,2023-05-25,0.04712,2023-05-25,0.00305
2023-05-26,0.01981,2023-05-26,0.4302,2023-05-26,0.04164,2023-05-26,0.0026
2023-05-27,0.01506,2023-05-27,0.31808,2023-05-27,0.04068,2023-05-27,0.00205
2023-05-28,0.01591,2023-05-28,0.33856,2023-05-28,0.04759,2023-05-28,0.00191
2023-05-29,0.02054,2023-05-29,0.41597,2023-05-29,0.05431,2023-05-29,0.00269
2023-05-30,0.02478,2023-05-30,0.60534,2023-05-30,0.06206,2023-05-30,0.00317
2023-05-31,0.02445,2023-05-31,0.65574,2023-05-31,0.06302,2023-05-31,0.00303
2023-06-01,0.02136,2023-06-01,0.71104,2023-06-01,0.14332,2023-06-01,0.00322
2023-06-02,0.01993,2023-06-02,0.46057,2023-06-02,0.07696,2023-06-02,0.00205
2023-06-03,0.01797,2023-06-03,0.33253,2023-06-03,0.05258,2023-06-03,0.00173
2023-06-04,0.01999,2023-06-04,0.30295,2023-06-04,0.05448,2023-06-04,0.00179
2023-06-05,0.01962,2023-06-05,0.43036,2023-06-05,0.0578,2023-06-05,0.00185
2023-06-06,0.02007,2023-06-06,0.29362,2023-06-06,0.05768,2023-06-06,0.0026
2023-06-07,0.02286,2023-06-07,0.42176,2023-06-07,0.06018,2023-06-07,0.0033
2023-06-08,0.02366,2023-06-08,0.36765,2023-06-08,0.05572,2023-06-08,0.00315
2023-06-09,0.02042,2023-06-09,0.33179,2023-06-09,0.05013,2023-06-09,0.00285
2023-06-10,0.01599,2023-06-10,0.2692,2023-06-10,0.04781,2023-06-10,0.00169
2023-06-11,0.01917,2023-06-11,0.26374,2023-06-11,0.05521,2023-06-11,0.00226
2023-06-12,0.02356,2023-06-12,0.40578,2023-06-12,0.0632,2023-06-12,0.00362
2023-06-13,0.02246,2023-06-13,0.3664,2023-06-13,0.05488,2023-06-13,0.00254
2023-06-14,0.02227,2023-06-14,0.34264,2023-06-14,0.05519,2023-06-14,0.00279
2023-06-15,0.02083,2023-06-15,0.32207,2023-06-15,0.10492,2023-06-15,0.00256
2023-06-16,0.02311,2023-06-16,0.30717,2023-06-16,0.46733,2023-06-16,0.00242
2023-06-17,0.01485,2023-06-17,0.25071,2023-06-17,0.54381,2023-06-17,0.00183
2023-06-18,0.02054,2023-06-18,0.26072,2023-06-18,0.42832,2023-06-18,0.00203
2023-06-19,0.02299,2023-06-19,0.39585,2023-06-19,1.12447,2023-06-19,0.00267
2023-06-20,0.02219,2023-06-20,0.32998,2023-06-20,0.65937,2023-06-20,0.00244
2023-06-21,0.0214,2023-06-21,0.35933,2023-06-21,0.37264,2023-06-21,0.00226
2023-06-22,0.01822,2023-06-22,0.30986,2023-06-22,0.25218,2023-06-22,0.00277
2023-06-23,0.01555,2023-06-23,0.2999,2023-06-23,0.18044,2023-06-23,0.00218
2023-06-24,0.01114,2023-06-24,0.24904,2023-06-24,0.13362,2023-06-24,0.00114
2023-06-25,0.01253,2023-06-25,0.25092,2023-06-25,0.12793,2023-06-25,0.00163
2023-06-26,0.01705,2023-06-26,0.34543,2023-06-26,0.4195,2023-06-26,0.00236
2023-06-27,0.01648,2023-06-27,0.32452,2023-06-27,0.20616,2023-06-27,0.00269
2023-06-28,0.01644,2023-06-28,0.32089,2023-06-28,0.16136,2023-06-28,0.00246
2023-06-29,0.01493,2023-06-29,0.31255,2023-06-29,0.1165,2023-06-29,0.00258
2023-06-30,0.01546,2023-06-30,0.32617,2023-06-30,0.1206,2023-06-30,0.00201
2023-07-01,0.01015,2023-07-01,0.2842,2023-07-01,0.09901,2023-07-01,0.00118
2023-07-02,0.01163,2023-07-02,0.28412,2023-07-02,0.13698,2023-07-02,0.00152
2023-07-03,0.01451,2023-07-03,0.4549,2023-07-03,0.1463,2023-07-03,0.00293
2023-07-04,0.0165,2023-07-04,0.3886,2023-07-04,0.11077,2023-07-04,0.00299
2023-07-05,0.01624,2023-07-05,0.37861,2023-07-05,0.10655,2023-07-05,0.00264
2023-07-06,0.01761,2023-07-06,0.39361,2023-07-06,0.09801,2023-07-06,0.00305
2023-07-07,0.01561,2023-07-07,0.3737,2023-07-07,0.08733,2023-07-07,0.00232
2023-07-08,0.01147,2023-07-08,0.30558,2023-07-08,0.07849,2023-07-08,0.00126
2023-07-09,0.01351,2023-07-09,0.29099,2023-07-09,0.08682,2023-07-09,0.00156
2023-07-10,0.01738,2023-07-10,0.47742,2023-07-10,0.10714,2023-07-10,0.0033
2023-07-11,0.01769,2023-07-11,0.40759,2023-07-11,0.08957,2023-07-11,0.0025
2023-07-12,0.02017,2023-07-12,0.40918,2023-07-12,0.09277,2023-07-12,0.00315
2023-07-13,0.01852,2023-07-13,0.42207,2023-07-13,0.08083,2023-07-13,0.00301
2023-07-14,0.01638,2023-07-14,0.37828,2023-07-14,0.07255,2023-07-14,0.00228
